,Year_Rank,Title,Worldwide_Gross,Domestic,Percent_Domestic,Foreign,Percent_Foreign,Year,Domestic Distributor,Domestic Opening,Earliest Release Date,MPAA,Running Time,Genres,"
729,736,Senso,"$27,723","$27,723",100%,-,-,2018,"Rialto PicturesSee full company information

","$3,984","October 26, 2018
            (Domestic)",,2 hr 3 min,"Drama
    
        History
    
        Romance
    
        War","See more details at IMDbPro

",
730,737,Milford Graves Full Mantis,"$26,566","$26,566",100%,-,-,2018,"The Cinema GuildSee full company information

","$7,407","July 13, 2018
            (Domestic)",,1 hr 31 min,Documentary,"See more details at IMDbPro

",
731,738,At First Light,"$26,338","$3,292",12.5%,"$23,046",87.5%,2018,"Entertainment OneSee full company information

",$274,"September 28, 2018
            (Domestic)",,1 hr 30 min,"Drama
    
        Sci-Fi
    
        Thriller","See more details at IMDbPro

",
732,739,Marlina the Murderer in Four Acts,"$26,331","$17,788",67.6%,"$8,543",32.4%,2018,"Icarus FilmsSee full company information

","$3,296","April 13, 2018
            (United Kingdom)",,1 hr 33 min,"Drama
    
        Thriller
    
        Western","See more details at IMDbPro

",
733,740,The Misandrists,"$26,123","$26,123",100%,-,-,2018,Cartilage Films,"$3,278","May 25, 2018
            (Domestic)",,1 hr 31 min,"Comedy
    
        Drama","See more details at IMDbPro

",
734,741,Ridge Runners,"$26,019","$26,019",100%,-,-,2018,"Indican PicturesSee full company information

","$8,015","January 19, 2018
            (Domestic)",,1 hr 21 min,"Crime
    
        Drama
    
        Thriller","See more details at IMDbPro

",
735,742,Jet Trash 2018 Re-release,"$26,002","$26,002",100%,-,-,2018,,,"December 2, 2016
            (United Kingdom)",,1 hr 25 min,"Drama
    
        Thriller","See more details at IMDbPro

",
736,743,Black Mother,"$25,919","$18,762",72.4%,"$7,157",27.6%,2018,"Grasshopper FilmSee full company information

",,"November 2, 2018
            (United Kingdom)",,1 hr 17 min,Documentary,"See more details at IMDbPro

",
737,744,Vazante,"$25,091","$23,884",95.2%,"$1,207",4.8%,2018,"Music Box FilmsSee full company information

","$3,489","January 12, 2018
            (Domestic)",,1 hr 56 min,"Adventure
    
        Drama","See more details at IMDbPro

",
738,745,An Elephant's Journey,"$24,844","$24,844",100%,-,-,2018,"Fathom EventsSee full company information

",,"April 16, 2018
            (Domestic)",,1 hr 27 min,Adventure,"See more details at IMDbPro

",
739,746,Too Late to Die Young,"$24,487","$16,591",67.8%,"$7,896",32.2%,2018,KimStim,"$6,196","October 25, 2018
            (Argentina)",,1 hr 50 min,Drama,"See more details at IMDbPro

",
740,747,Under The Wire,"$23,897","$3,429",14.3%,"$20,468",85.7%,2018,"AbramoramaSee full company information

","$2,271","September 7, 2018
            (United Kingdom)",R,1 hr 35 min,Documentary,"See more details at IMDbPro

",
741,748,Death House,"$23,833","$23,833",100%,-,-,2018,"Hannover HouseSee full company information

","$10,140","March 2, 2018
            (Domestic)",R,1 hr 35 min,"Action
    
        Crime
    
        Horror
    
        Sci-Fi
    
        Thriller","See more details at IMDbPro

",
742,749,An Evening with Beverly Luff Linn,"$23,515","$6,701",28.5%,"$16,814",71.5%,2018,"The Film ArcadeSee full company information

","$5,212","October 19, 2018
            (Domestic)",R,1 hr 48 min,"Comedy
    
        Crime","See more details at IMDbPro

",
743,750,Letter from Masanjia,"$23,481","$23,481",100%,-,-,2018,"Ammo ContentSee full company information

","$8,295","September 14, 2018
            (Domestic)",,1 hr 15 min,Documentary,"See more details at IMDbPro

",
744,751,The Judge,"$23,127","$22,257",96.2%,$870,3.8%,2018,"Idle Wild FilmsSee full company information

",,"April 13, 2018
            (Domestic)",,1 hr 16 min,Documentary,"See more details at IMDbPro

",
745,752,Three Peaks,"$23,069","$16,216",70.3%,"$6,853",29.7%,2018,"Greenwich EntertainmentSee full company information

","$1,419","September 13, 2018
            (Greece)",,1 hr 34 min,Drama,"See more details at IMDbPro

",
746,753,Anything,"$22,537","$19,037",84.5%,"$3,500",15.5%,2018,"PaladinSee full company information

","$4,110","May 11, 2018
            (Domestic)",R,1 hr 34 min,"Drama
    
        Romance","See more details at IMDbPro

",
747,754,The Atomic Cafe,"$22,293","$22,293",100%,-,-,2018,"Kino LorberSee full company information

","$4,098","August 1, 2018
            (Domestic)",,1 hr 26 min,"Documentary
    
        History","See more details at IMDbPro

",
748,755,Winning Formula,"$22,189","$22,189",100%,-,-,2018,"Indican PicturesSee full company information

","$4,505","July 27, 2018
            (Domestic)",,1 hr 33 min,"Comedy
    
        Crime
    
        Mystery","See more details at IMDbPro

",
749,756,The Female Brain,"$21,786","$21,786",100%,-,-,2018,"IFC FilmsSee full company information

","$6,886","February 9, 2018
            (Domestic)",,1 hr 38 min,Comedy,"See more details at IMDbPro

",
750,757,Half the Picture,"$21,589","$21,589",100%,-,-,2018,"Gravitas VenturesSee full company information

","$6,581","June 8, 2018
            (Domestic)",,1 hr 34 min,Documentary,"See more details at IMDbPro

",
751,758,Hagazussa,"$21,487","$13,253",61.7%,"$8,234",38.3%,2018,"Doppelganger ReleasingSee full company information

","$6,041","October 25, 2018
            (Russia/CIS)",,1 hr 42 min,"Drama
    
        Horror","See more details at IMDbPro

",
752,759,Tyrel,"$21,456","$21,456",100%,-,-,2018,"Magnolia PicturesSee full company information

","$6,059","December 7, 2018
            (Domestic)",,1 hr 26 min,"Comedy
    
        Drama","See more details at IMDbPro

",
753,760,Ganja & Hess,"$21,197","$21,197",100%,-,-,2018,"Kino LorberSee full company information

","$3,406","May 30, 2018
            (Domestic)",,1 hr 50 min,"Drama
    
        Fantasy
    
        Horror","See more details at IMDbPro

",
754,761,The Happys,"$21,108","$21,108",100%,-,-,2018,"Indican PicturesSee full company information

","$7,707","March 16, 2018
            (Domestic)",,1 hr 27 min,Comedy,"See more details at IMDbPro

",
755,762,Ava,"$20,940","$20,940",100%,-,-,2018,"Grasshopper FilmSee full company information

","$2,996","April 27, 2018
            (Domestic)",,1 hr 42 min,Drama,"See more details at IMDbPro

",
756,763,Did You Wonder Who Fired the Gun?,"$20,765","$20,765",100%,-,-,2018,"Grasshopper FilmSee full company information

","$5,725","February 28, 2018
            (Domestic)",,1 hr 30 min,Documentary,"See more details at IMDbPro

",
757,764,Freak Show,"$20,657","$19,696",95.3%,$961,4.7%,2018,"IFC FilmsSee full company information

","$4,809","January 12, 2018
            (Domestic)",,1 hr 31 min,"Comedy
    
        Drama","See more details at IMDbPro

",
758,765,Ice Dragon: Legend of the Blue Daisies,"$20,549","$20,549",100%,-,-,2018,"Fathom EventsSee full company information

","$11,984","March 24, 2018
            (Domestic)",,1 hr 10 min,"Adventure
    
        Animation
    
        Family
    
        Fantasy","See more details at IMDbPro

",
759,766,The Devil and Father Amorth,"$20,449","$20,449",100%,-,-,2018,"The OrchardSee full company information

","$7,814","April 20, 2018
            (Domestic)",,1 hr 8 min,"Documentary
    
        Horror","See more details at IMDbPro

",
760,767,Izzy Gets the F*ck Across Town,"$20,208","$20,208",100%,-,-,2018,"Shout! FactorySee full company information

","$10,559","June 22, 2018
            (Domestic)",,1 hr 26 min,"Comedy
    
        Drama
    
        Music
    
        Romance","See more details at IMDbPro

",
761,768,Apocalypsis,"$20,052","$20,052",100%,-,-,2018,"Indican PicturesSee full company information

","$3,945","March 2, 2018
            (Domestic)",,1 hr 30 min,"Animation
    
        Fantasy
    
        Mystery
    
        Thriller","See more details at IMDbPro

",
762,769,Eight Hours Don't Make a Day,"$19,987","$19,987",100%,-,-,2018,"Janus FilmsSee full company information

","$5,880","March 16, 2018
            (Domestic)",,7 hr 56 min,Drama,"See more details at IMDbPro

",
763,770,"One Sings, the Other Doesn't","$19,919","$19,919",100%,-,-,2018,"Janus FilmsSee full company information

","$6,700","June 1, 2018
            (Domestic)",,2 hr,"Drama
    
        History","See more details at IMDbPro

",
764,771,Active Measures,"$19,862","$19,862",100%,-,-,2018,Super,"$9,509","August 31, 2018
            (Domestic)",PG-13,1 hr 49 min,Documentary,"See more details at IMDbPro

",
765,772,Damascus Cover,"$19,532",-,-,"$19,532",100%,2018,"Vertical EntertainmentSee full company information

",,"July 20, 2018
            (Domestic)",R,1 hr 33 min,"Mystery
    
        Thriller","See more details at IMDbPro

",
766,773,Who We Are Now,"$19,128","$19,128",100%,-,-,2018,"FilmRiseSee full company information

","$5,188","May 25, 2018
            (Domestic)",,1 hr 35 min,Drama,"See more details at IMDbPro

",
767,774,November,"$19,084","$19,084",100%,-,-,2018,"OscilloscopeSee full company information

","$3,354","February 23, 2018
            (Domestic)",,1 hr 55 min,"Drama
    
        Fantasy
    
        Horror
    
        Romance","See more details at IMDbPro

",
768,775,Frank and Ava,"$18,829","$18,829",100%,-,-,2018,"Hannover HouseSee full company information

","$3,080","December 7, 2018
            (Domestic)",,1 hr 50 min,"Biography
    
        Drama
    
        History","See more details at IMDbPro

",
769,776,Crime + Punishment,"$18,644","$18,644",100%,-,-,2018,"IFC FilmsSee full company information

","$8,787","August 24, 2018
            (Domestic)",,1 hr 52 min,Documentary,"See more details at IMDbPro

",
770,777,The Pagan King: The Battle of Death,"$18,598",-,-,"$18,598",100%,2018,"Vertical EntertainmentSee full company information

",,"May 11, 2018
            (Lithuania)",,1 hr 54 min,"Action
    
        Drama
    
        History
    
        War","See more details at IMDbPro

",
771,778,Allegiance to Broadway,"$18,527","$18,527",100%,-,-,2018,"Fathom EventsSee full company information

",,"December 4, 2018
            (Domestic)",,,,"See more details at IMDbPro

",
772,779,Desolation,"$18,490","$18,490",100%,-,-,2018,"Parade Deck FilmsSee full company information

","$11,320","January 26, 2018
            (Domestic)",,1 hr 30 min,"Action
    
        Thriller","See more details at IMDbPro

",
773,780,306 Hollywood,"$18,399","$18,399",100%,-,-,2018,"El TigreSee full company information

","$8,150","September 28, 2018
            (Domestic)",,1 hr 34 min,Documentary,"See more details at IMDbPro

",
774,781,King of Hearts,"$18,130","$17,646",97.3%,$484,2.7%,2018,"Cohen Media GroupSee full company information

","$3,443","February 23, 2018
            (Domestic)",,1 hr 42 min,"Comedy
    
        Drama
    
        War","See more details at IMDbPro

",
775,782,Batman: Mask of the Phantasm 2018 Re-release,"$17,813","$17,813",100%,-,-,2018,"Warner Bros.See full company information

","$1,189,975","December 25, 1993
            (Domestic)",PG,1 hr 16 min,"Action
    
        Animation
    
        Crime
    
        Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller","See more details at IMDbPro

",
776,783,The Chronicle of Anna Magdalena Bach,"$17,527","$17,527",100%,-,-,2018,"Grasshopper FilmSee full company information

","$3,453","March 2, 2018
            (Domestic)",,1 hr 34 min,"Biography
    
        Drama
    
        History
    
        Music","See more details at IMDbPro

",
777,785,Revival,"$17,252","$17,252",100%,-,-,2018,"TriCoast WorldwideSee full company information

",,"December 7, 2018
            (Domestic)",PG,1 hr 45 min,Musical,"See more details at IMDbPro

",
778,786,Haikara-San: Here Comes Miss Modern,"$16,572","$16,572",100%,-,-,2018,"Eleven ArtsSee full company information

","$6,748","June 8, 2018
            (Domestic)",,1 hr 37 min,"Animation
    
        Comedy
    
        Drama
    
        Romance","See more details at IMDbPro

",
779,787,Detour,"$16,172","$16,172",100%,-,-,2018,"Janus FilmsSee full company information

","$5,127","November 30, 2018
            (Domestic)",,1 hr 8 min,"Crime
    
        Drama
    
        Film-Noir","See more details at IMDbPro

",
780,788,Out on Stage,"$15,623","$15,623",100%,-,-,2018,"Fathom EventsSee full company information

",,"July 24, 2018
            (Domestic)",,,Comedy,"See more details at IMDbPro

",
781,789,Bob le Flambeur,"$15,586","$15,586",100%,-,-,2018,"Rialto PicturesSee full company information

","$4,623","January 5, 2018
            (Domestic)",,1 hr 38 min,"Crime
    
        Drama
    
        Thriller","See more details at IMDbPro

",
782,790,When You Read This Letter,"$15,552","$15,552",100%,-,-,2018,"Rialto PicturesSee full company information

","$5,166","September 12, 2018
            (Domestic)",,1 hr 44 min,"Drama
    
        Film-Noir","See more details at IMDbPro

",
783,791,Postcards from London,"$15,548","$5,312",34.2%,"$10,236",65.8%,2018,"Strand ReleasingSee full company information

","$2,686","November 9, 2018
            (Domestic)",,1 hr 30 min,Drama,"See more details at IMDbPro

",
784,792,Tom of Finland 2018 Re-release,"$15,483","$3,314",21.4%,"$12,169",78.6%,2018,"Kino LorberSee full company information

","$13,524","February 24, 2017
            (Finland)",,1 hr 57 min,"Biography
    
        Drama","See more details at IMDbPro

",
785,793,Narcissister Organ Player,"$15,334","$15,334",100%,-,-,2018,"Film MovementSee full company information

","$1,983","November 7, 2018
            (Domestic)",,1 hr 31 min,Documentary,"See more details at IMDbPro

",
786,794,People's Republic of Desire,"$15,241","$15,241",100%,-,-,2018,Tripod Media,,"November 30, 2018
            (Domestic)",,1 hr 35 min,Documentary,"See more details at IMDbPro

",
787,795,Trust Machine: The Story of Blockchain,"$14,905","$14,905",100%,-,-,2018,"SingularDTVSee full company information

","$7,424","October 26, 2018
            (Domestic)",,1 hr 24 min,Documentary,"See more details at IMDbPro

",
788,796,Ferrante Fever,"$14,518","$11,137",76.7%,"$3,381",23.3%,2018,"Greenwich EntertainmentSee full company information

","$3,509","November 22, 2018
            (Portugal)",,1 hr 14 min,Documentary,"See more details at IMDbPro

",
789,797,The Public Image is Rotten,"$14,464","$11,293",78.1%,"$3,171",21.9%,2018,"AbramoramaSee full company information

","$8,052","June 1, 2018
            (United Kingdom)",,1 hr 45 min,Documentary,"See more details at IMDbPro

",
790,798,The Last Movie Star,"$14,410","$14,410",100%,-,-,2018,"A24See full company information

","$3,780","March 30, 2018
            (Domestic)",R,1 hr 34 min,Drama,"See more details at IMDbPro

",
791,799,Chasing the Blues,"$14,030","$14,030",100%,-,-,2018,"Ammo ContentSee full company information

","$9,949","October 5, 2018
            (Domestic)",,1 hr 17 min,Comedy,"See more details at IMDbPro

",
792,800,Weed the People,"$13,926","$13,926",100%,-,-,2018,"AbramoramaSee full company information

","$4,279","October 26, 2018
            (Domestic)",,1 hr 37 min,Documentary,"See more details at IMDbPro

",
793,801,Stavisky...,"$13,793","$13,793",100%,-,-,2018,"Rialto PicturesSee full company information

","$4,734","October 3, 2018
            (Domestic)",,2 hr,"Biography
    
        Crime
    
        Drama","See more details at IMDbPro

",
794,802,Our Blood is Wine,"$13,210","$13,210",100%,-,-,2018,"Music Box FilmsSee full company information

","$1,540","March 9, 2018
            (Domestic)",,1 hr 18 min,Documentary,"See more details at IMDbPro

",
795,803,Like Me,"$12,965","$12,965",100%,-,-,2018,"Kino LorberSee full company information

","$5,064","January 26, 2018
            (Domestic)",,1 hr 20 min,"Crime
    
        Drama
    
        Horror","See more details at IMDbPro

",
796,804,Kangaroo,"$12,626","$4,547",36%,"$8,079",64%,2018,"AbramoramaSee full company information

","$2,282","January 19, 2018
            (Domestic)",,1 hr 43 min,Documentary,"See more details at IMDbPro

",
797,805,American Socialist: The Life and Times of Eugene Victor Debs,"$12,609","$12,609",100%,-,-,2018,"First RunSee full company information

","$2,823","March 2, 2018
            (Domestic)",,1 hr 37 min,Documentary,"See more details at IMDbPro

",
798,806,Of Fathers and Sons,"$12,579","$12,579",100%,-,-,2018,"Kino LorberSee full company information

",$340,"November 16, 2018
            (Domestic)",,1 hr 39 min,"Documentary
    
        War","See more details at IMDbPro

",
